project,dataset,tableName,connection,tableType,lastModifiedBy,last ModifiedOn,data type
QLIK_HOSPITAL_LIST_WORK,november_test_rounded,,floss_s3,S3,a182377,24/01/2024,intermediate storage
QLIK_HOSPITAL_LIST_WORK,payments_suspended,,floss_s3,S3,a163101,18/12/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,pmi_claims_v_filtered,,floss_s3,S3,a182377,01/11/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,query_claims_directive_0_0004,,floss_s3,S3,a163101,20/12/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,query_claims_directive_01,,floss_s3,S3,a163101,19/12/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,query_claims_directive_02,,floss_s3,S3,a163101,19/12/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,query_claims_directive_02,,floss_s3,S3,a163101,19/12/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,query_claims_directive_kd,,floss_s3,S3,a163101,20/12/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,query_claims_directive_kd,,floss_s3,S3,a163101,20/12/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,query_cqc_his_ratings,,floss_s3,S3,a182377,10/07/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,query_for_pol_bsns_class,,floss_s3,S3,a182377,11/08/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,query_for_pol_bsns_class,,floss_s3,S3,a182377,11/08/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,query_for_suspense,,floss_s3,S3,a163101,06/12/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,query_memb_pln_cov,,floss_s3,S3,a182377,13/09/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,Query_Payment_Requests,,floss_s3,S3,a163101,21/12/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,query_pmi_for_asmnts_spend,,floss_s3,S3,a182377,18/08/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,query_referral_data,,floss_s3,S3,a182377,11/07/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,query_thi8200,,floss_s3,S3,a182377,21/07/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,query_thi8200,,floss_s3,S3,a182377,21/07/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,referral_data,,floss_s3,S3,a182377,10/07/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,Specialities_Names,,floss_s3,S3,a163101,12/12/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,Specialities_Names,,floss_s3,S3,a163101,12/12/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,Sub_Speciality_Names,,floss_s3,S3,a163101,12/12/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,test,,floss_s3,S3,a163101,18/12/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,treatment_unit_filtered,,floss_s3,S3,a182377,22/08/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,treatment_with_spend,,floss_s3,S3,a163101,19/12/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,tu_info,,floss_s3,S3,a163101,03/01/2024,intermediate storage
QLIK_HOSPITAL_LIST_WORK,visit_num_paid,,floss_s3,S3,a163101,19/12/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,visit_num_paid,,floss_s3,S3,a163101,19/12/2023,intermediate storage
QLIK_HOSPITAL_LIST_WORK,Assessment_Jan_23_v2_SAS,,,UploadedFiles,a182377,24/01/2024,#N/A
QLIK_HOSPITAL_LIST_WORK,Assessments_January_2023__SAS_Process_,,,UploadedFiles,a182377,24/01/2024,#N/A
QLIK_HOSPITAL_LIST_WORK,Business_Class_Recodes,,,UploadedFiles,a182377,01/11/2023,#N/A
QLIK_HOSPITAL_LIST_WORK,COMPLETION_FACTORS,,,UploadedFiles,a182377,02/08/2023,#N/A
QLIK_HOSPITAL_LIST_WORK,COMPLETION_FACTORS,,,UploadedFiles,a182377,02/08/2023,#N/A
QLIK_HOSPITAL_LIST_WORK,COMPLETION_FACTORS_v2,,,UploadedFiles,a182377,18/01/2024,#N/A
QLIK_HOSPITAL_LIST_WORK,cqc_current_ratings,,,UploadedFiles,a182377,10/07/2023,#N/A
QLIK_HOSPITAL_LIST_WORK,cqc_current_ratings,,,UploadedFiles,a182377,10/07/2023,#N/A
QLIK_HOSPITAL_LIST_WORK,cqc_his_ratings,,,UploadedFiles,a182377,10/07/2023,#N/A
QLIK_HOSPITAL_LIST_WORK,GDPR_RESTRICT_PROCESS,,,UploadedFiles,a182377,14/08/2023,#N/A
QLIK_HOSPITAL_LIST_WORK,SUSPENSE,,,UploadedFiles,a182377,30/10/2023,#N/A
QLIKCLAIMSVOLUMES,claim_assessments_v,claim_assessments_v,agi_health_flosc_postgresql,PostgreSQL,a163101,16/01/2024,input data
QLIKCLAIMSVOLUMES,claim_visits_v,claim_visits_v,agi_health_flosc_postgresql,PostgreSQL,a163101,28/11/2023,input data
QLIKCLAIMSVOLUMES,clinical_audit_v,clinical_audit_v,agi_health_flosc_postgresql,PostgreSQL,a163101,16/01/2024,input data
QLIKCLAIMSVOLUMES,gms_member_v,gms_member_v,agi_health_flosc_postgresql,PostgreSQL,a163101,16/01/2024,input data
QLIKCLAIMSVOLUMES,pmi_claims_directive_v,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,a163101,16/01/2024,input data
QLIKCLAIMSVOLUMES,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a163101,28/11/2023,input data
QLIKCLAIMSVOLUMES,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a163101,28/11/2023,input data
QLIKCLAIMSVOLUMES,practitioner_details_v,practitioner_details_v,agi_health_flosc_postgresql,PostgreSQL,a163101,16/01/2024,input data
QLIKCLAIMSVOLUMES,treatment_details_v,treatment_details_v,agi_health_flosc_postgresql,PostgreSQL,a163101,24/01/2024,input data
QLIKCLAIMSVOLUMES,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a163101,16/01/2024,input data
QLIKCLAIMSVOLUMES,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a163101,16/01/2024,input data
QLIKCLAIMSVOLUMES,condgrouper_sas_pg_copy,condgrouper_sas_pg_copy,bss_ukhflosc_postgres,PostgreSQL,a163101,16/01/2024,output storage
QLIKCLAIMSVOLUMES,postcode_ons_nov21,postcode_ons_nov21,bss_ukhflosc_postgres,PostgreSQL,a163101,16/01/2024,output storage
QLIKCLAIMSVOLUMES,postcode_town_mapping,postcode_town_mapping,bss_ukhflosc_postgres,PostgreSQL,a163101,16/01/2024,output storage
QLIKCLAIMSVOLUMES,postcode_town_mapping,postcode_town_mapping,bss_ukhflosc_postgres,PostgreSQL,a163101,16/01/2024,output storage
QLIKCLAIMSVOLUMES,vw_acpm_thi_clinical_audit,clinical_audit_v,agi_health_flosc_postgresql,PostgreSQL,a163101,16/01/2024,input data
QLIKCLAIMSVOLUMES,vw_ukhe_ref_raw_treatment_model,vw_ukhe_ref_raw_treatment_model,fdp_datalake_hive,JDBC,a163101,24/01/2024,input data
QLIKCLAIMSVOLUMES,Claims_2019plus,,floss_s3,S3,a163101,25/01/2024,intermediate storage
QLIKCLAIMSVOLUMES,Claims_2019plus,,floss_s3,S3,a163101,25/01/2024,intermediate storage
QLIKCLAIMSVOLUMES,Earliest_Date_Audit,,floss_s3,S3,a163101,16/01/2024,intermediate storage
QLIKCLAIMSVOLUMES,Earliest_Date_Audit,,floss_s3,S3,a163101,16/01/2024,intermediate storage
QLIKCLAIMSVOLUMES,Surgical_Claims_1,,floss_s3,S3,a163101,25/01/2024,intermediate storage
QLIKCLAIMSVOLUMES,surgical_claims_1a,,floss_s3,S3,a163101,25/01/2024,intermediate storage
QLIKCLAIMSVOLUMES,surgical_claims_1a,,floss_s3,S3,a163101,25/01/2024,intermediate storage
QLIKCLAIMSVOLUMES,surgical_claims_step1,,floss_s3,S3,a163101,29/01/2024,intermediate storage
QLIKCLAIMSVOLUMES,Surgical_Treatments,,floss_s3,S3,a163101,29/01/2024,intermediate storage
QLIKCLAIMSVOLUMES,test,,floss_s3,S3,a163101,25/01/2024,intermediate storage
QLIKINPUTNETWORKREFERRALS,claim_assessments_v,claim_assessments_v,agi_health_flosc_postgresql,PostgreSQL,a163101,31/01/2024,input data
QLIKINPUTNETWORKREFERRALS,claim_visits_v,claim_visits_v,agi_health_flosc_postgresql,PostgreSQL,a163101,06/02/2024,input data
QLIKINPUTNETWORKREFERRALS,clinical_audit_v,clinical_audit_v,agi_health_flosc_postgresql,PostgreSQL,a163101,06/02/2024,input data
QLIKINPUTNETWORKREFERRALS,member_details_v,member_details_v,agi_health_flosc_postgresql,PostgreSQL,a163101,06/02/2024,input data
QLIKINPUTNETWORKREFERRALS,network_details_v,network_details_v,agi_health_flosc_postgresql,PostgreSQL,a163101,31/01/2024,input data
QLIKINPUTNETWORKREFERRALS,network_reasons_v,network_reasons_v,agi_health_flosc_postgresql,PostgreSQL,a163101,04/05/2023,input data
QLIKINPUTNETWORKREFERRALS,plantab1_v,plantab1_v,agi_health_flosc_postgresql,PostgreSQL,a163101,04/05/2023,input data
QLIKINPUTNETWORKREFERRALS,pmi_claims_directive_v,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,a163101,06/02/2024,input data
QLIKINPUTNETWORKREFERRALS,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a163101,06/02/2024,input data
QLIKINPUTNETWORKREFERRALS,practitioner_details_v,practitioner_details_v,agi_health_flosc_postgresql,PostgreSQL,a163101,31/01/2024,input data
QLIKINPUTNETWORKREFERRALS,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a163101,04/05/2023,input data
QLIKINPUTNETWORKREFERRALS,Network_Referrals_Qlik,QLIKINPUTNETWORKREFERRALS_network_referrals_qlik,bss_ukhflosc_mssql,SQLServer,a163101,04/03/2024,output storage
QLIKINPUTNETWORKREFERRALS,postcode_ons_nov21,postcode_ons_nov21,bss_ukhflosc_postgres,PostgreSQL,a163101,31/01/2024,output storage
QLIKINPUTNETWORKREFERRALS,vw_acpm_thi_ntwrk_ins,vw_acpm_thi_ntwrk_ins,fdp_datalake_hive,JDBC,a163101,04/05/2023,input data
QLIKINPUTNETWORKREFERRALS,vw_acpm_thi_ntwrk_mem,vw_acpm_thi_ntwrk_mem,fdp_datalake_hive,JDBC,a163101,04/05/2023,input data
QLIKINPUTNETWORKREFERRALS,vw_ukhe_ref_raw_treatment_model,vw_ukhe_ref_raw_treatment_model,fdp_datalake_hive,JDBC,a163101,21/06/2023,input data
QLIKINPUTNETWORKREFERRALS,plantab1_prepared,,filesystem_managed,Filesystem,a163101,19/06/2023,intermediate storage
QLIKINPUTNETWORKREFERRALS,Checks,,floss_s3,S3,a163101,04/03/2024,intermediate storage
QLIKINPUTNETWORKREFERRALS,Claim_Visit_2019plus,,floss_s3,S3,a163101,06/02/2024,intermediate storage
QLIKINPUTNETWORKREFERRALS,Clinical_Audit_1,,floss_s3,S3,a163101,06/02/2024,intermediate storage
QLIKINPUTNETWORKREFERRALS,Distinct_Member,,floss_s3,S3,a163101,06/02/2024,intermediate storage
QLIKINPUTNETWORKREFERRALS,Network_Claims_1,,floss_s3,S3,a163101,06/02/2024,intermediate storage
QLIKINPUTNETWORKREFERRALS,Network_Outofscope,,floss_s3,S3,a163101,27/02/2024,intermediate storage
QLIKINPUTNETWORKREFERRALS,Non_Net_After_Network_List,,floss_s3,S3,a163101,27/02/2024,intermediate storage
QLIKINPUTNETWORKREFERRALS,Output_1,,floss_s3,S3,a163101,04/03/2024,intermediate storage
QLIKINPUTNETWORKREFERRALS,PMI_Claims_Filtered,,floss_s3,S3,a163101,22/02/2024,intermediate storage
QLIKINPUTNETWORKREFERRALS,Network_Diag_Mapping,,,UploadedFiles,a163101,21/02/2024,#N/A
QLIKINPUTNETWORKREFERRALS,Network_Treatment_Codes,,,UploadedFiles,a163101,01/02/2024,#N/A
QLIKINPUTNETWORKREFERRALS,Network_Treatment_Codes_incl_Spine,,,UploadedFiles,a163101,01/02/2024,#N/A
QLIKINPUTNETWORKREFERRALS,Postcode_Areas,,,UploadedFiles,a163101,07/02/2024,#N/A
QLIKINPUTPRACTITIONERHEATMAP,practitioner_admitrights_v,practitioner_admitrights_v,agi_health_flosc_postgresql,PostgreSQL,a163101,04/05/2023,input data
QLIKINPUTPRACTITIONERHEATMAP,practitioner_details_v,practitioner_details_v,agi_health_flosc_postgresql,PostgreSQL,a163101,12/07/2023,input data
QLIKINPUTPRACTITIONERHEATMAP,practitioner_speciality_v,practitioner_speciality_v,agi_health_flosc_postgresql,PostgreSQL,a163101,04/05/2023,input data
QLIKINPUTPRACTITIONERHEATMAP,practitioner_subspeciality_v,practitioner_subspeciality_v,agi_health_flosc_postgresql,PostgreSQL,a163101,04/05/2023,input data
QLIKINPUTPRACTITIONERHEATMAP,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a163101,25/01/2024,input data
QLIKINPUTPRACTITIONERHEATMAP,treatmentunit_specialities_v,treatmentunit_specialities_v,agi_health_flosc_postgresql,PostgreSQL,a163101,04/05/2023,input data
QLIKINPUTPRACTITIONERHEATMAP,treatmentunit_subspecialities_v,treatmentunit_subspecialities_v,agi_health_flosc_postgresql,PostgreSQL,a163101,04/05/2023,input data
QLIKINPUTPRACTITIONERHEATMAP,Qlik_Speciality_Heatmap_Input,QLIKINPUTPRACTITIONERHEATMAP_qlik_speciality_heatmap_input,bss_ukhflosc_mssql,SQLServer,a163101,07/06/2023,output storage
QLIKINPUTPRACTITIONERHEATMAP,Input1,,filesystem_managed,Filesystem,a163101,07/06/2023,intermediate storage
QLIKINPUTPRACTITIONERHEATMAP,NHS_regions,,,UploadedFiles,a163101,15/05/2023,#N/A
RAMSAY_LIVES_7_1,policy_status_movement_v,policy_status_movement_v,agi_health_flosc_postgresql,PostgreSQL,a182377,11/01/2024,input data
RAMSAY_LIVES_7_1,policy_status_movement_v,policy_status_movement_v,agi_health_flosc_postgresql,PostgreSQL,a182377,11/01/2024,input data
RAMSAY_LIVES_7_1,iku_out_join_sas_out_min1,,floss_s3,S3,a182377,24/11/2023,intermediate storage
RAMSAY_LIVES_7_1,iku_out_join_sas_out_min1,,floss_s3,S3,a182377,24/11/2023,intermediate storage
RAMSAY_LIVES_7_1,prev_insureres_1,,floss_s3,S3,a182377,20/11/2023,intermediate storage
RAMSAY_LIVES_7_1,prev_insureres_1_2,,floss_s3,S3,a182377,23/11/2023,intermediate storage
RAMSAY_LIVES_7_1,prev_insurers,,floss_s3,S3,a182377,05/06/2023,intermediate storage
RAMSAY_LIVES_7_1,psm_query,,floss_s3,S3,a182377,11/01/2024,intermediate storage
RAMSAY_LIVES_7_1,psm_query,,floss_s3,S3,a182377,11/01/2024,intermediate storage
RAMSAY_LIVES_7_1,psm_query_01,,floss_s3,S3,a182377,06/06/2023,intermediate storage
RAMSAY_LIVES_7_1,psm_query_02,,floss_s3,S3,a182377,11/01/2024,intermediate storage
RAMSAY_LIVES_7_1,psm_query_02,,floss_s3,S3,a182377,11/01/2024,intermediate storage
RAMSAY_LIVES_7_1,psm_query_filtered_test,,floss_s3,S3,a182377,17/11/2023,intermediate storage
RAMSAY_LIVES_7_1,psm_query_filtered_test,,floss_s3,S3,a182377,17/11/2023,intermediate storage
RAMSAY_LIVES_7_1,psm_test,,floss_s3,S3,a182377,16/11/2023,intermediate storage
RAMSAY_LIVES_7_1,QUERY_FOR_UNIVERSAL_ALL_POL__output_1__joined,,floss_s3,S3,a182377,23/11/2023,intermediate storage
RAMSAY_LIVES_7_1,test_3,,floss_s3,S3,a182377,24/11/2023,intermediate storage
RAMSAY_LIVES_7_1,test_4,,floss_s3,S3,a182377,24/11/2023,intermediate storage
RAMSAY_LIVES_7_1,test_5_join_with_sas_out,,floss_s3,S3,a182377,24/11/2023,intermediate storage
RAMSAY_LIVES_7_1,test_5_join_with_sas_out,,floss_s3,S3,a182377,24/11/2023,intermediate storage
RAMSAY_LIVES_7_1,uap_query_2,,floss_s3,S3,a182377,24/11/2023,intermediate storage
RAMSAY_LIVES_7_1,uap_query_3,,floss_s3,S3,a182377,11/01/2024,intermediate storage
RAMSAY_LIVES_7_1,uap_query_3,,floss_s3,S3,a182377,11/01/2024,intermediate storage
RAMSAY_LIVES_7_1,uap_query_3_joined_lg_inforce,,floss_s3,S3,a182377,11/01/2024,intermediate storage
RAMSAY_LIVES_7_1,uap_query_4,,floss_s3,S3,a182377,24/11/2023,intermediate storage
RAMSAY_LIVES_7_1,uap_query_4_joined,,floss_s3,S3,a182377,24/11/2023,intermediate storage
RAMSAY_LIVES_7_1,uap_query_4_joined_joined,,floss_s3,S3,a182377,17/11/2023,intermediate storage
RAMSAY_LIVES_7_1,uap_query_4_joined_previnsur,,floss_s3,S3,a182377,22/11/2023,intermediate storage
RAMSAY_LIVES_7_1,universal_all_pols_query,,floss_s3,S3,a182377,11/01/2024,intermediate storage
RAMSAY_LIVES_7_1,Data_Imported_from_CNB_Base_El_xls,,,UploadedFiles,a182377,23/11/2023,#N/A
RAMSAY_LIVES_7_1,Data_Imported_from_LG_inforce_xlsx,,,UploadedFiles,a182377,24/11/2023,#N/A
RAMSAY_LIVES_7_1,prev_insuereres_input_v3,,,UploadedFiles,a182377,22/11/2023,#N/A
RAMSAY_LIVES_7_1,previous_insurers,,,UploadedFiles,a182377,09/11/2023,#N/A
RAMSAY_LIVES_7_1,previous_insurers_1_v3,,,UploadedFiles,a182377,24/11/2023,#N/A
RAMSAY_LIVES_7_1,previous_insurers_ramsay_old,,,UploadedFiles,a182377,16/11/2023,#N/A
RAMSAY_LIVES_7_1,PREVIOUS_INSURERS_v3,,,UploadedFiles,a182377,22/11/2023,#N/A
RAMSAY_LIVES_7_1,QUERY_FOR_UNIVERSAL_ALL_POL__output_1_,,,UploadedFiles,a182377,23/11/2023,#N/A
RAMSAY_LIVES_7_1,Ramsay_lives_7_1_final_out_sas,,,UploadedFiles,a182377,16/11/2023,#N/A
RAMSAY_LIVES_7_1,Ramsay_lives_7_1_final_out_sas,,,UploadedFiles,a182377,16/11/2023,#N/A
RAMSAY_LIVES_7_1,ramsay_new_version_previnsureres_data,,,UploadedFiles,a182377,20/11/2023,#N/A
RAMSAY_LIVES_7_1,ramsay_new_version_previnsureres_data,,,UploadedFiles,a182377,20/11/2023,#N/A
RAMSAY_LIVES_7_1,ramsay_output_sas_v2,,,UploadedFiles,a182377,20/11/2023,#N/A
RAMSAY_LIVES_7_1,ramsay_output_sas_v2,,,UploadedFiles,a182377,20/11/2023,#N/A
RAMSAY_LIVES_7_1,RAMSAY_OUTPUT_SAS_V3,,,UploadedFiles,a182377,27/11/2023,#N/A
RAMSAY_LIVES_7_1,ramsay_output_version3,,,UploadedFiles,a182377,22/11/2023,#N/A
RAMSAYERFCONSULTANTS,practitioner_admitrights_v,practitioner_admitrights_v,agi_health_flosc_postgresql,PostgreSQL,a163101,21/11/2023,input data
RAMSAYERFCONSULTANTS,practitioner_details_v,practitioner_details_v,agi_health_flosc_postgresql,PostgreSQL,a163101,21/11/2023,input data
RAMSAYERFCONSULTANTS,practitioner_speciality_v,practitioner_speciality_v,agi_health_flosc_postgresql,PostgreSQL,a163101,21/11/2023,input data
RAMSAYERFCONSULTANTS,practitioner_subspeciality_v,practitioner_subspeciality_v,agi_health_flosc_postgresql,PostgreSQL,a163101,21/11/2023,input data
RAMSAYERFCONSULTANTS,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a163101,21/11/2023,input data
RAMSAYERFCONSULTANTS,Ramsay_ERF_Practitioners,,floss_s3,S3,a163101,27/11/2023,intermediate storage
RAMSAYREFERRALCONVERSIONS,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a163101,30/01/2024,input data
RAMSAYREFERRALCONVERSIONS,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a163101,30/01/2024,input data
RAMSAYREFERRALCONVERSIONS,Ashtead_Only,,floss_s3,S3,a163101,31/01/2024,intermediate storage
RAMSAYREFERRALCONVERSIONS,Ramsay_2023,,floss_s3,S3,a163101,30/01/2024,intermediate storage
REBATE_EG2019,pmi_claims_directive_v,pmi_claims_directive_v,agi_health_flosc_postgresql,PostgreSQL,a200261,24/04/2023,input data
REBATE_EG2019,pmi_claims_v_1,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a200261,11/08/2023,input data
REBATE_EG2019,policy_status_movement_v,policy_status_movement_v,agi_health_flosc_postgresql,PostgreSQL,a200261,21/04/2023,input data
REBATE_EG2019,practitioner_admitrights_v,practitioner_admitrights_v,agi_health_flosc_postgresql,PostgreSQL,a200261,01/08/2023,input data
REBATE_EG2019,treatmentunit_details_v,treatmentunit_details_v,agi_health_flosc_postgresql,PostgreSQL,a200261,15/05/2023,input data
REBATE_EG2019,vw_acpm_thi_visit_latest,claim_visits_v,agi_health_flosc_postgresql,PostgreSQL,a200261,01/08/2023,input data
REBATE_EG2019,vw_acpm_thi08000,vw_acpm_thi08000,fdp_datalake_hive,JDBC,a200261,14/04/2023,input data
REBATE_EG2019,all_claims_data,,floss_s3,S3,a200261,02/02/2024,intermediate storage
REBATE_EG2019,all_claims_rebate,,floss_s3,S3,a200261,01/02/2024,intermediate storage
REBATE_EG2019,all_corp_policies,,floss_s3,S3,a200261,24/01/2024,intermediate storage
REBATE_EG2019,anglain_farmers_spire,,floss_s3,S3,a200261,01/02/2024,intermediate storage
REBATE_EG2019,excl_gw,,floss_s3,S3,a200261,16/01/2024,intermediate storage
REBATE_EG2019,farmer_policies,,floss_s3,S3,a200261,01/02/2024,intermediate storage
REBATE_EG2019,network_claims,,floss_s3,S3,a200261,16/01/2024,intermediate storage
REBATE_EG2019,non_corp_claims,,floss_s3,S3,a200261,02/02/2024,intermediate storage
REBATE_EG2019,open_claims,,floss_s3,S3,a200261,09/01/2024,intermediate storage
REBATE_EG2019,pol,,floss_s3,UploadedFiles,a200261,02/02/2024,intermediate storage
REBATE_EG2019,previous_insurers1,,floss_s3,S3,a200261,10/08/2023,intermediate storage
REBATE_EG2019,query_cnb_base_el,,floss_s3,S3,a200261,18/01/2024,intermediate storage
REBATE_EG2019,query_cnb_base_el1,,floss_s3,S3,a200261,18/01/2024,intermediate storage
REBATE_EG2019,CNB_Base_El,,,UploadedFiles,a200261,18/01/2024,#N/A
REBATE_EG2019,LG_Inforce,,,UploadedFiles,a200261,18/01/2024,#N/A
REBATE_EG2019,previous_insurers,,,UploadedFiles,a200261,17/01/2024,#N/A
REVCODEBILLINGHISTORY,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,eastwoh,15/03/2023,input data
REVCODEBILLINGHISTORY,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,eastwoh,15/03/2023,input data
REVCODEBILLINGHISTORY,Date_Rev_Code_Filter,,filesystem_managed,Filesystem,eastwoh,16/03/2023,intermediate storage
REVCODEBILLINGHISTORY,Date_Rev_Code_Filter,,filesystem_managed,Filesystem,eastwoh,16/03/2023,intermediate storage
REVCODEBILLINGHISTORY,Filter,,filesystem_managed,Filesystem,eastwoh,17/03/2023,intermediate storage
REVCODEBILLINGHISTORY,Filter,,filesystem_managed,Filesystem,eastwoh,17/03/2023,intermediate storage
REVCODEBILLINGHISTORY,Filter_distinct,,filesystem_managed,Filesystem,eastwoh,17/03/2023,intermediate storage
REVCODEBILLINGHISTORY,Single_Unit_Price,,filesystem_managed,Filesystem,eastwoh,17/03/2023,intermediate storage
SCANS,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a214148,10/01/2024,input data
SCANS,a,,filesystem_managed,Filesystem,a214148,16/01/2024,intermediate storage
SCANS,CT_bills_year,,filesystem_managed,Filesystem,a214148,12/01/2024,intermediate storage
SCANS,CT_by_year,,filesystem_managed,Filesystem,a214148,12/01/2024,intermediate storage
SCANS,filtered_scans_pmi_claims,,filesystem_managed,Filesystem,a214148,15/01/2024,intermediate storage
SCANS,MRI_bills_year,,filesystem_managed,Filesystem,a214148,12/01/2024,intermediate storage
SCANS,MRI_by_year,,filesystem_managed,Filesystem,a214148,12/01/2024,intermediate storage
SCANS,scan_by_year,,filesystem_managed,Filesystem,a214148,12/01/2024,intermediate storage
SCANS,scan_spend_year,,filesystem_managed,Filesystem,a214148,15/01/2024,intermediate storage
SCANS,ultra_bills_year,,filesystem_managed,Filesystem,a214148,15/01/2024,intermediate storage
SCANS,ultrasound_by_year,,filesystem_managed,Filesystem,a214148,12/01/2024,intermediate storage
SCANS,xray_bills_year,,filesystem_managed,Filesystem,a214148,15/01/2024,intermediate storage
SCANS,xray_by_year,,filesystem_managed,Filesystem,a214148,12/01/2024,intermediate storage
SCANS,CT_bills_year_copy,,floss_s3,S3,a214148,16/01/2024,intermediate storage
SCANS,CT_by_year_copy,,floss_s3,S3,a214148,16/01/2024,intermediate storage
SCANS,MRI_bills_year_copy,,floss_s3,S3,a214148,16/01/2024,intermediate storage
SCANS,MRI_by_year_copy,,floss_s3,S3,a214148,16/01/2024,intermediate storage
SCANS,scan_by_year_copy,,floss_s3,S3,a214148,16/01/2024,intermediate storage
SCANS,scan_spend_year_copy,,floss_s3,S3,a214148,16/01/2024,intermediate storage
SCANS,ultra_bills_year_copy,,floss_s3,S3,a214148,16/01/2024,intermediate storage
SCANS,ultrasound_by_year_copy,,floss_s3,S3,a214148,16/01/2024,intermediate storage
SCANS,xray_bills_year_copy,,floss_s3,S3,a214148,16/01/2024,intermediate storage
SCANS,xray_by_year_copy,,floss_s3,S3,a214148,16/01/2024,intermediate storage
SCANS_NEW,pmi_claims_v,pmi_claims_v,agi_health_flosc_postgresql,PostgreSQL,a214148,16/01/2024,input data
SCANS_NEW,claim_number_merge,,floss_s3,S3,a214148,17/01/2024,intermediate storage
SCANS_NEW,ct,,floss_s3,S3,a214148,17/01/2024,intermediate storage
SCANS_NEW,ct_s,,floss_s3,S3,a214148,16/01/2024,intermediate storage
SCANS_NEW,ct_v,,floss_s3,S3,a214148,17/01/2024,intermediate storage
SCANS_NEW,filtered_claim_num_pmi,,floss_s3,S3,a214148,16/01/2024,intermediate storage
SCANS_NEW,filtered_pmi_claims,,floss_s3,S3,a214148,16/01/2024,intermediate storage
SCANS_NEW,five_year,,floss_s3,S3,a214148,16/01/2024,intermediate storage
SCANS_NEW,mri,,floss_s3,S3,a214148,17/01/2024,intermediate storage
SCANS_NEW,mri_s,,floss_s3,S3,a214148,16/01/2024,intermediate storage
SCANS_NEW,mri_v,,floss_s3,S3,a214148,17/01/2024,intermediate storage
SCANS_NEW,not_unique_scans,,floss_s3,S3,a214148,17/01/2024,intermediate storage
SCANS_NEW,ultrasound,,floss_s3,S3,a214148,17/01/2024,intermediate storage
SCANS_NEW,ultrasound_s,,floss_s3,S3,a214148,16/01/2024,intermediate storage
SCANS_NEW,ultrasound_v,,floss_s3,S3,a214148,17/01/2024,intermediate storage
SCANS_NEW,unique_scans,,floss_s3,S3,a214148,17/01/2024,intermediate storage
SCANS_NEW,xray,,floss_s3,S3,a214148,17/01/2024,intermediate storage
SCANS_NEW,xray_s,,floss_s3,S3,a214148,16/01/2024,intermediate storage
SCANS_NEW,xray_v,,floss_s3,S3,a214148,17/01/2024,intermediate storage
SCANS_NEW,year_multiple_scans,,floss_s3,S3,a214148,17/01/2024,intermediate storage
